Recipes_name,Ingredients,Recipes,Flavor,Difficulty,Estimated Cooking Time
Steamed Meat Patty Soup,Ground Pork; Egg; Salt; Ginger; Starch,"Step 1: Mix pork with egg, salt, and ginger water, beat and shape into patty. Step 2: Steam 10 min, add boiling water, steam 20 more min.",Light and nourishing,Medium,40 mins
Steamed Shrimp with Tofu and Egg,Tofu; Shrimp; Egg; Garlic; Soy Sauce; Salt,"Step 1: Blanch tofu, cut into cubes, top with shrimp and egg mixture. Step 2: Steam 15 min, sprinkle scallion and pepper before serving.",Soft and savory,Easy,20 mins
Country-Style Braised Chicken (Improved Version),Chicken Leg; Potato; Sweet Potato Noodles; Green Chili; Soy Sauce; Bean Paste; Garlic; Ginger,"Step 1: Knead dough with flour and water, soak. Step 2: Fry chicken until browned, add spices and sauces, pour hot water to cover. Step 3: Add potatoes and noodles, paste dough along pot edge to make “breads.” Step 4: Simmer until thickened and fragrant.",Rich and hearty,Hard,60 mins
Steamed Celery Leaves,Celery Leaves; Wheat Flour; Cornmeal; Salt; Oil,"Step 1: Wash celery leaves and drain. Step 2: Sprinkle a bit of salt and spray oil. Step 3: Add flour in small portions, mix well so each leaf is coated. Step 4: Add more flour and spray oil again. Step 5: Add cornmeal in small portions, mix until evenly coated. Step 6: Steam for 8 minutes. Step 7: Serve with garlic dip (garlic paste, soy sauce, vinegar).",Light and aromatic,Easy,15 mins
Pickled Ginger,Young Ginger; Salt; Vinegar; Sugar; Chili; Water,"Step 1: Wash and dry young ginger. Step 2: Slice and place in a jar with water, salt, vinegar, sugar, and chili. Adjust to taste. Step 3: Refrigerate for 2 days before eating.",Sweet and sour,Easy,10 mins + 2 days
Cold Mixed Seaweed Salad,Dried Seaweed; Carrot; Cucumber; Cilantro; Garlic; Chili; Soy Sauce; Vinegar; Oyster Sauce; Sesame; Pepper Oil,"Step 1: Soak dried seaweed 3 hrs, boil 5 min with vinegar, cool. Step 2: Mix garlic, chili, sesame, and cilantro in a bowl, pour hot oil over. Step 3: Add soy sauce, vinegar, oyster sauce, pepper oil. Step 4: Add seaweed, carrot, cucumber, and cilantro leaves, toss well, chill 10 min.",Refreshing and spicy,Easy,20 mins
Italian Vegetable Soup,Tomato; Onion; Carrot; Cabbage; Potato; Celery; Bacon; Garlic; Pasta; Salt; Pepper; Thyme,"Step 1: Dice all vegetables and bacon. Step 2: Fry bacon, garlic, and onion in oil, add tomato and cook 20 min. Step 3: Add carrot, cabbage, potato, celery, simmer 20 min. Step 4: Boil pasta separately, cut short, and add to soup with salt, pepper, and thyme.",Rich and hearty,Medium,45 mins
Baked Sweet Potato,Sweet Potato,"Step 1: Wash medium-sized sweet potatoes (200–300g). Step 2: Place on foil-lined baking tray. Step 3: Bake using sweet potato mode (or 200°C ~ 45 min). Step 4: The sweet syrup comes out, very sweet and clean.",Sweet and soft,Easy,45 mins
Simple Waffle (Breakfast Maker),Eggs; Cake Flour; Cornstarch; Baking Powder; Oil; Milk Powder; Sugar; Water,"Step 1: Mix all ingredients into smooth batter. Step 2: Preheat waffle mold, pour 80% full, cook 3 min. Step 3: Can double ingredients, but baking powder ≤5g. Step 4: Lightly sweet, goes well with fruit or syrup.",Lightly sweet and crisp,Easy,10 mins
Sweet and Sour Potato with Egg,Potato; Egg; Sausage; Soy Sauce; Ketchup; Vinegar; Sugar; Salt; Starch; Water,"Step 1: Boil potato cubes. Step 2: Mix soy sauce, ketchup, vinegar, sugar, salt, starch, and water into sauce. Step 3: Fry egg until set. Step 4: Stir-fry sausage and potato. Step 5: Add sauce, simmer 3–5 min while stirring to prevent sticking. Step 6: Add egg and mix evenly.",Sweet and savory,Medium,25 mins
Salted Duck Eggs,Duck Egg; Salt; Liquor; Water,"Step 1: Wash and dry eggs. Step 2: Boil salt water, cool. Step 3: Coat eggs with liquor, place in jar, pour cooled brine, seal. Step 4: Store in cool place 25–40 days (depending on temperature). Step 5: Steam 10 min when ready.",Salty and rich,Medium,40 mins + curing
Stir-Fried Eggs with Green Pepper and Edamame,Egg; Green Pepper; Edamame; Salt; Scallion,"Step 1: Beat eggs with salt and scallion. Step 2: Fry edamame with a bit of water until tender. Step 3: Add green pepper, stir-fry. Step 4: Pour in egg mixture, stir until cooked.",Fresh and mild,Easy,15 mins
Sticky Rice Shrimp Balls,Minced Pork; Shrimp; Carrot; Ginger; Scallion; Soy Sauce; Oyster Sauce; Sticky Rice; Sesame Oil,"Step 1: Soak sticky rice 3 hrs. Step 2: Mix minced shrimp and pork with ginger water, soy sauce, and starch. Step 3: Form balls, coat with sticky rice, top with shrimp tail. Step 4: Steam 35 min.",Soft and delicate,Medium,50 mins
Chongqing Spicy Noodles,Noodles; Garlic; Soy Sauce; Oyster Sauce; Chili Paste; Egg; Green Vegetables,"Step 1: Mix sauce with garlic, soy sauce, oyster sauce, sugar, chili paste. Step 2: Boil noodles and egg. Step 3: Add vegetables, cook 1–2 min. Step 4: Pour noodle broth into sauce bowl, add noodles and toppings.",Spicy and savory,Easy,20 mins
Stir-Fried Broccoli,Broccoli; Garlic; Oil; Seasoning Sauce,"Step 1: Cut and wash broccoli, soak in salt water. Step 2: Blanch 2 min, drain. Step 3: Heat oil, fry garlic, add broccoli, season with sauce, stir 20 sec.",Light and crisp,Easy,10 mins
Sweet and Sour Fried Eggs,Eggs; Garlic; Scallion; Soy Sauce; Vinegar; Sugar; Ketchup; Starch,"Step 1: Prepare garlic and scallion. Step 2: Mix sauce (soy, vinegar, sugar, ketchup, starch, water). Step 3: Fry eggs both sides golden. Step 4: Add sauce, cook until thick, toss eggs and top with scallion.",Sweet and tangy,Easy,10 mins
Spiced Fried Corn,Corn Kernels; Salt and Pepper; Chili Powder; Cumin; Green Chili; Garlic,"Step 1: Boil corn kernels. Step 2: Mix salt, chili, and cumin. Step 3: Fry garlic until golden, remove excess oil. Step 4: Deep-fry corn until golden. Step 5: Stir-fry garlic, corn, and chili until fragrant.",Crispy and spicy,Medium,20 mins
Stir-Fried Eggs with Scallion,Eggs; Scallion; Star Anise; Vinegar; Oyster Sauce; Sugar; Soy Sauce; Cornstarch,"Step 1: Beat eggs with vinegar, cut scallion. Step 2: Mix sauce with soy, oyster sauce, sugar, and starch. Step 3: Fry eggs until golden, set aside. Step 4: Fry scallion and star anise, add eggs and sauce, stir until thick.",Fragrant and savory,Medium,20 mins
Sour Bamboo Chicken Soup,Chicken; Sour Bamboo Shoots; Sour Beans; Tofu Strips; Konjac; Ginger; Goji; Fish Sauce,"Step 1: Soak and rinse chicken, drain. Step 2: Stir-fry chicken with ginger and oil. Step 3: Add sour bamboo and beans, cook until fragrant. Step 4: Add hot water, simmer 1.5–2 hrs. Step 5: Add konjac and goji, season with fish sauce.",Sour and rich,Hard,120 mins
Homemade Fermented Tofu,Tofu; Liquor; Salt; Chili Powder; Pepper Powder; Ginger Powder; Five-Spice Powder; Mold Starter,"Step 1: Steam tofu 5 min, cool below 30°C. Step 2: Coat with mold starter, ferment 28°C until white mold grows. Step 3: Coat with liquor and spice mix. Step 4: Store in jar, seal, wait 15–20 days.",Spicy and fermented,Hard,Several days
Pickled Cauliflower,Cauliflower; Salt; Vinegar; Sugar; MSG; Pickled Chili; Garlic; Chili; Rapeseed Oil,"Step 1: Cut cauliflower into small florets, wash. Step 2: Mix salt, vinegar, sugar, MSG, and pickled chili water with cool boiled water. Step 3: Soak cauliflower 3 hrs in fridge. Step 4: Drain, taste and adjust saltiness. Step 5: Fry garlic and chili in rapeseed oil, add cauliflower, quick-fry 1 min. Step 6: Chill before serving for best flavor.","Sour, spicy, and crunchy",Medium,30 mins + soaking
Beef Patty Sandwich,Ground Beef; Salt; Cheese Slice; Onion,"Step 1: Shape beef into a patty similar to bread size. Step 2: Sprinkle with salt. Step 3: Heat oil in a pan, sear one side, then flip when browned. Step 4: Add onion slices and sauté. Step 5: Toast bread with a bit of oil and salt. Step 6: Layer bread, cheese, beef patty, vinegar-coated onion, and sauce. Step 7: Cover with another bread slice and heat until cheese melts.",Savory and cheesy,Medium,25 mins
Clear Stewed Free-Range Chicken Soup,Free-range Chicken; Goji Berries; Scallion; Red Dates; Astragalus; Ginger; Cooking Wine; Matsutake; Salt,"Step 1: Blanch chicken in cold water, remove scum, and rinse. Step 2: Prepare all ingredients. Step 3: Soak matsutake mushrooms. Step 4: Put everything in a pot, add water and cooking wine, bring to boil, simmer 2 hrs. Step 5: Season with salt only.",Fresh and nourishing,Medium,2 hrs
Fig and Balsamic Foie Gras,Foie Gras; Fig; Balsamic Vinegar,"Pan-sear foie gras until golden, deglaze with balsamic vinegar, top with sliced fig and drizzle of reduction sauce.",Sweet and rich,Hard,20 mins
Coconut Bun,Bread Flour; Sugar; Salt; Yeast; Egg; Milk Powder; Butter; Coconut Filling; Corn Oil,"Step 1: Make dough (42g × 16 pcs ≈ 680g total). Rest, roll, and proof. Step 2: For coconut filling, whisk egg and sugar, slowly emulsify with oil, then mix in shredded coconut. Step 3: Fill buns and bake until golden.",Sweet and fluffy,Medium,60 mins
Oyster Sauce Potato Cake,Potato; Scallion; Oyster Sauce; Sugar; Water,"Step 1: Fry potato chunks until slightly wrinkled, flatten them, refry until golden. Step 2: In pan, add oyster sauce, sugar, and a bit of water, simmer until bubbling, toss potatoes, and top with scallion.",Sweet and savory,Easy,20 mins
"Black Chicken, Lychee & Coconut Soup",Black Chicken; Lean Pork; Lychee; Coconut; Water Chestnut; Red Dates; Ginger; Salt,"Step 1: Clean ingredients and blanch meats. Step 2: Boil coconut pieces 15 min, add meat and ginger, simmer. Step 3: Add chestnut and lychee, simmer 40–50 min. Step 4: Season with salt.",Sweet and mild,Medium,1 hr
Homemade Ham,Pork (80% lean); Egg White; Salt; Sugar; Cassava Starch; Five Spice; Pepper; Red Yeast Powder; Cold Water,"Step 1: Mix minced pork with seasoning, grind to sticky paste. Step 2: Stuff into casing, cook in warm water for 30 min, then cool in ice water for a chewy texture.",Savory and bouncy,Medium,1 hr
Air Fryer Eggplant Sandwich,Eggplant; Pork Belly Mince; Garlic; Scallion; Cumin; Soy Sauce; Oyster Sauce,"Step 1: Mix minced pork with seasoning, marinate 15 min. Step 2: Slice eggplant, stuff meat in between. Step 3: Air fry at 180°C for 20 min until golden and juicy.",Savory and aromatic,Easy,25 mins
Steamed Winter Melon with Chicken,Winter Melon; Chicken Thigh; Ginger; Chili,"Step 1: Cut winter melon into large pieces. Step 2: Marinate diced chicken with soy sauce, wine, pepper, salt, ginger, chili. Step 3: Fill melon center, steam 30 min.",Light and tender,Easy,30 mins
Braised Pork with Tofu,Pork Belly; Tofu; Green Pepper; Sugar; Soy Sauce; Oyster Sauce; Vinegar; Chili Paste; Garlic,"Step 1: Pan-fry tofu golden. Step 2: Fry pork until browned. Step 3: Add sugar and caramelize. Step 4: Add soy sauce, oyster sauce, vinegar, and spices. Step 5: Add tofu, simmer until thick, add pepper before serving.",Rich and spicy,Medium,40 mins
Homemade Taro Paste,Taro; Purple Sweet Potato; Butter; Milk; Condensed Milk,"Step 1: Steam taro and purple potato 20 min. Step 2: Add butter, milk, condensed milk. Step 3: Mash or blend until smooth and creamy.",Sweet and creamy,Easy,30 mins
Half-Baked Cheesecake,Cream Cheese; Butter; Egg; Sugar; Cornstarch; Milk,"Step 1: Melt cheese and butter. Step 2: Mix egg yolks with starch, sugar, and milk, heat until thick. Step 3: Combine with cheese mix. Step 4: Fold in whipped egg whites. Step 5: Bake 160°C 25 min + 180°C 15 min in water bath. Chill before serving.",Soft and rich,Hard,1 hr
Spicy Wild Mushrooms,Boletus Mushrooms; Salt; Dried Chili; Green Chili; Sichuan Pepper,"Step 1: Clean mushrooms thoroughly with flour water, rinse multiple times. Step 2: Slice and stir-fry with oil until golden and dry. Step 3: Add dried chili, pepper, and green chili, stir-fry until fragrant.",Spicy and earthy,Medium,30 mins
Sea Cucumber and Pork Rib Soup,Sea Cucumber; Pork Ribs; Ginger; Star Anise; Dried Orange Peel,"Step 1: Soak dried sea cucumber in cold water for 1–2 days, changing water several times. Step 2: Boil for 30 min, cool, and refrigerate. Step 3: Simmer with pork ribs, ginger, and spices for rich soup.",Nourishing and mild,Hard,2 hrs
Garlic Vermicelli Scallops,Scallop; Shrimp; Garlic; Chili; Douban Paste; Fermented Black Beans; Soy Sauce; Vermicelli; Scallion,"Step 1: Mix minced garlic, chili, bean paste, soy sauce, and black beans into sauce. Step 2: Place vermicelli under scallop and shrimp, pour sauce. Step 3: Steam 5 min, garnish with scallion and hot oil.",Spicy and garlicky,Medium,20 mins
Sweet-Spicy Shredded Chicken Salad,Chicken Breast; Cucumber; Garlic; Chili; Soy Sauce; Vinegar; Sesame; Peanut; Sugar,"Step 1: Boil chicken with wine 10 min, cool, shred along grain. Step 2: Mix garlic, scallion, chili, sesame, and peanut. Pour hot oil to release aroma. Step 3: Add soy sauce, vinegar, sugar, and chicken shreds, mix well.","Sweet, spicy, and refreshing",Medium,25 mins
Scallion & Pork Floss Flatbread,Flour; Sugar; Yeast; Water; Scallion; Pork Floss,"Step 1: Mix flour, sugar, yeast, and water, ferment 1 hr. Step 2: Roll dough, sprinkle scallion and pork floss, roll up, flatten, rest 15 min. Step 3: Pan-fry both sides until golden, with a bit of water and lid on.",Soft and savory,Medium,45 mins
Curry Rice (2 Servings),Curry Block; Potato; Carrot; Chicken; Milk/Coconut Milk; Onion; Garlic,"Step 1: Cut chicken, marinate with soy sauce and starch. Step 2: Stir-fry potatoes, carrots, and onion. Step 3: Add chicken, stir, pour water to cover, simmer 20 min. Step 4: Add curry block, stir until thick, then add milk or coconut milk.",Mildly spicy and creamy,Easy,40 mins
Beef & Broccoli Noodles,Broccoli; Beef; Noodles,"Step 1: Blanch broccoli and chop. Step 2: Boil noodles, drain. Step 3: Stir-fry beef and broccoli, add noodles, mix well.",Light and savory,Easy,20 mins
Traditional Peanut & Taro Sweet Soup,Peanut; Sugar; Water; Taro,"Step 1: Soak and peel peanuts. Step 2: Pressure cook 30 min. Step 3: Steam taro, blend with some soup into paste. Step 4: Add taro paste to peanut soup, sweeten with sugar, and boil again.",Sweet and nutty,Easy,40 mins
Braised Noodles with Ribs,Pork Ribs; Noodles; Soy Sauce; Potato; Green Beans; Chili Paste; Ginger; Star Anise,"Step 1: Blanch ribs, then stir-fry with spices and sauces. Step 2: Add hot water, beans, and corn, simmer 40 min. Step 3: Add potato and cook 10 min. Step 4: Place noodles on top, pour broth, cover, and steam 8 min. Mix with garlic before serving.",Rich and hearty,Hard,1 hr
Coconut Chicken Hotpot,Wenchang Chicken; Coconut Water; Sand Ginger; Chili; Light Soy Sauce; Oyster Sauce; Sugar; Salt; Scallion; Lime; Sesame Oil,"Step 1: Rinse the chicken and soak for 1–2 hours to remove blood. Add 800ml coconut water, 1 bowl of water, and ½ tsp salt to a pot. Bring to a boil, then add chicken and simmer for 10–15 mins. Optional: add red dates or cordyceps flowers. Step 2: Make dipping sauce with chopped sand ginger, chili, lime slices, soy sauce, oyster sauce, sesame oil, sugar, salt, and scallions.",Light and aromatic,Medium,30 mins
Spicy Clam Vermicelli Pot,Clams; Vermicelli; Enoki Mushrooms; Greens; Chili; Garlic; Chili Oil; Coriander; Oyster Sauce; Chopped Chili; Soy Sauce; Sugar; Salt; Ginger; Cooking Wine,"Step 1: Soak clams in salted water with sesame oil for 1 hour. Soak vermicelli in water for 10 mins. Step 2: Stir-fry garlic, chili, and ginger in hot oil, then add chopped chili and oyster sauce. Step 3: In a pot, layer enoki mushrooms, vermicelli, greens, and clams. Add two bowls of water, soy sauce, sugar, salt, and the chili-garlic sauce. Step 4: Boil 5 mins, then add cooking wine and chili oil. Simmer 1 min and top with coriander.",Spicy and garlicky,Medium,25 mins
Black Rice Congee,Black Rice; Glutinous Rice; White Rice; Red Beans; Red Dates; Peanuts; Rock Sugar,"Rinse all grains and place in a rice cooker with red dates, peanuts, and rock sugar. Add water to the porridge mark and cook for 60 mins. Optional: soak overnight for a softer texture.",Sweet and nutty,Easy,1 hr
Braised Pork Belly with Dried Bamboo Shoots,Pork Belly; Dried Bamboo Shoots; Scallion; Ginger; Cooking Wine; Salt; Sugar; Light Soy Sauce; Dark Soy Sauce,"Soak pork belly for 30 mins and pan-fry until fat renders. Add scallion, ginger, and bamboo shoots, then add soy sauces, sugar, and cooking wine. Pour in boiling water, simmer for 75 mins, remove scallion, and reduce sauce.",Rich and savory,Medium,1.5 hrs
Taro Crispy Duck (Air Fryer),Taro; Purple Sweet Potato; Glutinous Rice Flour; Roast Duck; Breadcrumbs; Egg Wash; Milk; Sugar,"Steam taro and purple sweet potato until soft. Mash, mix with glutinous rice flour, sugar, and milk to form a dough. Flatten half, add roast duck filling, cover with remaining dough, brush with egg wash, coat with breadcrumbs, and spray oil. Air-fry at 180°C for 20 mins per side, then slice.",Crispy and fragrant,Medium,40 mins
